NODES,30
1,1,-,-
2,2,-,-
3,3,-,-
4,4,-,-
5,5,-,-
6,6,-,-
7,7,-,-
8,8,-,-
9,9,-,-
10,10,-,-
11,11,-,-
12,12,-,-
13,13,-,-
14,14,-,-
15,15,-,-
16,16,-,-
17,17,-,-
18,18,-,-
19,19,-,-
20,20,-,-
21,21,-,-
22,22,-,-
23,23,-,-
24,24,-,-
25,25,-,-
26,26,-,-
27,27,-,-
28,28,-,-
29,29,-,-
30,30,-,-
ARCS,517
0,1,26,17,1102,159,401,2004,2004.0
1,1,11,5,603,125,220,1097,1097.0
2,1,23,3,1337,109,487,2431,2431.0
3,1,7,7,191,125,70,348,348.0
4,1,29,4,368,131,134,670,670.0
5,1,19,16,162,244,59,295,295.0
6,1,20,18,147,198,54,268,268.0
7,1,10,4,1396,89,508,2539,2539.0
8,1,12,8,397,78,145,722,722.0
9,1,14,9,162,152,59,295,295.0
10,1,17,3,456,266,166,830,830.0
11,1,22,7,1249,186,455,2271,2271.0
12,1,27,6,397,183,145,722,722.0
13,1,15,19,573,220,209,1042,1042.0
14,1,4,2,500,84,182,910,910.0
15,1,21,14,1175,182,428,2137,2137.0
16,1,9,3,999,157,364,1817,1817.0
17,1,2,18,970,200,353,1764,1764.0
18,1,24,14,1190,100,433,2164,2164.0
19,2,16,2,1366,118,497,2484,2484.0
20,2,22,15,1175,247,428,2137,2137.0
21,2,26,7,280,199,102,510,510.0
22,2,13,14,955,236,348,1737,1737.0
23,2,20,11,1396,177,508,2539,2539.0
24,2,15,9,1117,178,407,2031,2031.0
25,2,10,16,1175,57,428,2137,2137.0
26,2,14,8,896,168,326,1630,1630.0
27,2,21,7,221,104,81,402,402.0
28,2,3,11,1234,97,449,2244,2244.0
29,2,24,2,852,219,310,1550,1550.0
30,2,25,4,647,255,236,1177,1177.0
31,3,9,12,1352,270,492,2459,2459.0
32,3,25,10,1146,265,417,2084,2084.0
33,3,10,15,1161,258,423,2111,2111.0
34,3,8,12,1205,176,439,2191,2191.0
35,3,20,2,412,233,150,750,750.0
36,3,18,15,1366,148,497,2484,2484.0
37,3,17,19,1396,202,508,2539,2539.0
38,3,6,3,1396,184,508,2539,2539.0
39,3,22,4,676,79,246,1230,1230.0
40,3,1,14,735,101,268,1337,1337.0
41,3,16,18,559,209,204,1017,1017.0
42,3,30,19,147,207,54,268,268.0
43,3,5,18,940,56,342,1710,1710.0
44,3,21,4,1410,238,513,2564,2564.0
45,3,12,14,955,88,348,1737,1737.0
46,3,4,17,191,94,70,348,348.0
47,3,13,5,441,145,161,802,802.0
48,3,23,12,309,232,113,562,562.0
